id,Study,Country,Region,Site,neonatal,Year,species,ST,N50,contig_count,total_size,resistance_score,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence
PID-0821-415-ZN0375,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,185257,352,5636845,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-419-ZN0372,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,165301,544,5682929,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-423-ZN0394,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,267589,470,5669761,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-433-ZN0445,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,165301,580,5685022,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-435-ZN0382,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,644,5705584,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-438-ZN0397,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,165303,848,5764496,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-449-ZN0404,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,177191,715,5719776,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-450-ZN0405,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,165301,960,5797584,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-456-ZN0409,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,165301,381,5649274,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6349937,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,214782,308,5652970,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350144,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,196269,351,5658244,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350758,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,200656,311,5650628,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350772,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,267553,207,5626271,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350808,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,204415,230,5635222,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350817,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,210730,262,5633714,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350818,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,215107,237,5630114,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350831,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,243827,244,5635575,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350844,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,200081,326,5658788,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350862,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,267747,407,5674676,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350863,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,267592,262,5642479,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350864,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,243827,282,5653413,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350871,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,184009,245,5633994,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350872,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,214813,245,5636186,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350883,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,224695,441,5695596,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350894,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,210730,289,5641622,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350905,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,243826,374,5659129,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350916,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,267611,351,5664091,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350917,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,269255,209,5632130,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351001,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,269255,216,5629034,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351010,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,204003,328,5656688,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351011,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179068,265,5635795,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350897,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,194620,304,5638535,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350906,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,204081,254,5622332,0,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350133,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,210730,212,5632019,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350147,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,183088,249,5634314,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350137,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,160537,252,5630775,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350140,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST985,296100,175,5524839,1,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable
ERR6350155,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST985,346602,480,5632208,1,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable
ERR6350208,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST985,250606,171,5524806,1,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable
ERR6350901,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST985,280925,187,5526608,1,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable
ERR6350932,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST985,296452,164,5524146,1,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable
ERR6350196,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,188015,237,5633787,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350760,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,207206,211,5628392,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350787,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,215108,252,5629778,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350907,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,214813,235,5629211,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350918,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,269255,200,5628046,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351012,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,239327,214,5627497,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351026,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,200571,213,5629391,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351024,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,215765,331,5654614,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350799,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,204003,270,5628224,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350833,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,203990,233,5631808,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350846,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,215853,260,5629911,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350857,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,239327,243,5633067,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350873,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,224695,262,5631951,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350886,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,214813,247,5637819,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350908,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,269255,211,5628564,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350919,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,243827,214,5631711,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351027,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,267592,257,5641976,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1473-ZN1242,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,185257,558,5681343,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350909,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179068,265,5636737,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350910,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,430694,725,5510939,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350762,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST101,269471,365,5655045,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
ERR6350777,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST101,269471,408,5667900,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
ERR6350783,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,204003,358,5659134,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350806,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,215765,279,5633881,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350915,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,214813,264,5632089,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-441-ZN0385,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,145606,906,5769261,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-453-ZN0406,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179094,372,5639298,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350776,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,200389,325,5646749,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350868,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,200656,245,5629575,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350785,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,215853,266,5638598,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1448-ZN1214,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,185257,610,5716542,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350797,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,182727,257,5629588,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6350798,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,241461,258,5629243,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6350812,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,182727,273,5630587,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6350855,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,200662,239,5630416,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6350856,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,240747,248,5631783,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6350884,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,200662,231,5628374,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6350804,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,243827,615,5837248,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-2731-ZN2356,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,179982,514,5828562,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6350882,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,203990,264,5632713,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1356-ZN1134,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,119186,425,5625620,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350836,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST2004,293521,477,5439273,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350838,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST2004,430695,162,5336697,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350840,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,243828,268,5821166,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1589-ZN1330,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,179096,678,5875757,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1612-ZN1346,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,175424,754,5886295,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1613-ZN1347,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,140793,888,5924719,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1679-ZN1410,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,185257,823,5910699,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6350865,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,177107,276,5626397,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1406-ZN1179,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,176009,913,5951581,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350896,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,204003,216,5630244,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350929,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,204003,407,5813360,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6351002,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,204003,454,5821337,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1505-ZN1267,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,136850,728,5856048,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1586-ZN1327,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,179181,716,5865021,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6351015,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,267611,268,5635892,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1544-ZN1294,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST983,219310,323,5326488,1,KL127,unknown (KL127),Typeable,OL13,O13,Typeable
PID-0821-1547-ZN1296,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST983,229440,416,5363347,1,KL127,unknown (KL127),Typeable,OL13,O13,Typeable
PID-0821-1548-ZN1297,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST983,229585,691,5430239,1,KL127,unknown (KL127),Typeable,OL13,O13,Typeable
PID-0821-1610-ZN1388,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST983,191244,383,5345803,1,KL127,unknown (KL127),Typeable,OL13,O13,Typeable
PID-0821-1614-ZN1348,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST983,219315,418,5364036,1,KL127,unknown (KL127),Typeable,OL13,O13,Typeable
PID-0821-1615-ZN1349,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST983,229603,581,5399151,1,KL127,unknown (KL127),Typeable,OL13,O13,Typeable
PID-0821-1622-ZN1486,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST983,219297,470,5371032,1,KL127,unknown (KL127),Typeable,OL13,O13,Typeable
PID-0821-1698-ZN1424,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST983,203196,466,5367241,1,KL127,unknown (KL127),Typeable,OL13,O13,Typeable
PID-0821-1723-ZN1445,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST983,219360,801,5459806,1,KL127,unknown (KL127),Typeable,OL13,O13,Typeable
PID-0821-3606-ZN3148,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2017,Klebsiella pneumoniae,ST15,173023,726,5880894,1,KL54,K54,Typeable,O1/O2v2,O1ab,Typeable
PID-0821-3640-ZN3185,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2017,Klebsiella pneumoniae,ST15,153191,945,5945246,1,KL54,K54,Typeable,O1/O2v2,O1ab,Typeable
PID-0821-3740-ZN3283,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2017,Klebsiella pneumoniae,ST15,176173,814,5647337,1,KL54,K54,Typeable,O1/O2v2,O1ab,Typeable
PID-0821-3617-ZN3162,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2017,Klebsiella pneumoniae,ST307,144375,502,5598833,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-3660-ZN3205,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2017,Klebsiella pneumoniae,ST307,203951,932,5796594,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-3675-ZN3182,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2017,Klebsiella pneumoniae,ST307,177352,512,5598590,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-3681-ZN3225,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2017,Klebsiella pneumoniae,ST307,200612,636,5639371,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6349917,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,120093,312,5634857,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6351005,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,363866,170,5337074,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6349922,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,179068,864,5755214,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350805,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,215853,309,5640235,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350830,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,145350,552,5707847,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6349927,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST405,254752,215,5797737,1,KL151,unknown (KL151),Typeable,O4,O4,Typeable
ERR6349931,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,148149,314,5634509,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6349934,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,34813,969,5685983,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350131,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST101,192608,232,5546645,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
ERR6351016,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,179068,274,5632239,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350142,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,131129,382,5648571,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350205,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,168758,300,5639293,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350206,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST101,214621,290,5626714,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
ERR6350761,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST101,256672,476,5690974,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
ERR6350769,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST147,177996,340,5758491,1,KL64,K64,Typeable,O1/O2v1,O2a,Typeable
ERR6350774,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST1486,97600,679,5730719,1,KL38,K38,Typeable,O3b,O3b,Typeable
ERR6350779,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST1486,97565,641,5728594,1,KL38,K38,Typeable,O3b,O3b,Typeable
ERR6350791,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST101,269471,524,5706486,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
ERR6350845,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,200662,261,5633022,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
ERR6350796,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,203990,436,5674794,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350822,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST2004,281102,528,5457142,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350824,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST2004,120951,662,5477444,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
ERR6350860,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST14,225478,209,5521554,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
ERR6350888,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST54,157097,725,5834715,1,KL14,K14,Typeable,O3b,O3b,Typeable
ERR6350890,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST147,205017,507,5798653,1,KL64,K64,Typeable,O1/O2v1,O2a,Typeable
